Date,ppt,tmin,tmean,tmax,tdmean,vpdmin,vpdmax,soltotal,Site_Id,DHE,MeasStatus,LastUpdate
1997-01-12,0.0,27.9,32.8,37.8,15.9,1.76,4.81,6.83,J17WL,650.91,A,2024-11-19
1997-01-13,0.0,25.4,26.9,28.4,21.7,0.49,1.92,2.37,J17WL,650.54,A,2024-11-19
1997-01-14,0.0,25.7,26.6,27.5,22.3,0.57,1.1,2.5,J17WL,650.57,A,2024-11-19
1997-01-15,0.0,26.9,34.0,41.2,26.7,0.53,3.74,3.06,J17WL,650.32,A,2024-11-19
1997-01-16,0.0,35.0,51.8,68.5,29.4,0.84,19.88,14.62,J17WL,650.19,A,2024-11-19
1997-01-17,0.0,31.7,42.8,54.0,22.6,2.45,9.64,14.81,J17WL,650.39,A,2024-11-19
1997-01-18,0.0,30.0,37.1,44.3,17.3,2.51,7.16,9.68,J17WL,650.62,A,2024-11-19
1997-01-19,0.01,42.3,47.1,51.9,28.8,2.29,8.44,5.42,J17WL,650.59,A,2024-11-19
1997-01-20,0.05,45.4,49.9,54.4,47.1,0.49,3.85,2.36,J17WL,650.87,A,2024-11-19
1997-01-21,0.05,49.9,53.4,56.9,53.0,0.3,1.77,1.57,J17WL,650.96,A,2024-11-19
1997-01-22,0.0,47.8,56.5,65.3,54.3,0.24,5.85,4.67,J17WL,650.95,A,2024-11-19
1997-01-23,0.01,47.3,61.0,74.7,52.8,0.0,17.66,14.78,J17WL,650.71,A,2024-11-19
1997-01-24,0.0,49.9,59.9,70.0,58.4,0.0,5.37,3.48,J17WL,650.74,A,2024-11-19
1997-01-25,0.0,46.1,62.1,78.1,39.4,0.78,27.27,15.98,J17WL,650.57,A,2024-11-19
1997-01-26,0.0,44.2,57.1,69.9,43.1,0.68,16.34,16.35,J17WL,650.45,A,2024-11-19
1997-01-27,0.0,54.4,64.1,73.7,58.2,0.63,12.56,7.5,J17WL,650.46,A,2024-11-19
1997-01-28,0.0,32.9,53.2,73.5,43.0,1.27,10.34,9.42,J17WL,650.19,A,2024-11-19
1997-01-29,0.0,29.8,40.7,51.5,12.6,2.86,10.61,15.04,J17WL,650.38,A,2024-11-19
1997-01-30,0.0,26.8,42.3,57.8,16.9,1.79,13.46,16.44,J17WL,650.23,A,2024-11-19
1997-01-31,0.0,30.1,47.5,65.0,18.5,1.87,17.92,16.73,J17WL,650.17,A,2024-11-19
1997-02-01,0.0,35.4,52.7,70.1,30.2,2.43,19.26,16.23,J17WL,650.5,A,2024-11-19
1997-02-02,0.0,46.4,62.5,78.6,46.8,2.4,24.83,16.33,J17WL,649.89,A,2024-11-19
1997-02-03,0.0,56.3,69.3,82.2,55.4,0.45,25.31,16.0,J17WL,649.38,A,2024-11-19
1997-02-04,0.0,51.6,65.1,78.7,55.7,0.46,18.08,14.41,J17WL,649.24,A,2024-11-19
1997-02-05,0.0,50.5,60.5,70.4,34.0,2.29,18.89,17.49,J17WL,648.69,A,2024-11-19
1997-02-06,0.03,48.6,53.0,57.3,32.4,5.43,10.16,6.44,J17WL,648.83,A,2024-11-19
1997-02-07,0.21,44.3,48.3,52.2,44.1,0.09,5.23,1.68,J17WL,649.47,A,2024-11-19
1997-02-08,0.09,39.3,48.8,58.2,37.7,0.37,7.65,10.32,J17WL,649.67,A,2024-11-19
1997-02-09,0.03,37.5,42.3,47.0,32.9,0.92,4.96,10.56,J17WL,649.89,A,2024-11-19
1997-02-10,0.0,37.5,45.3,53.1,39.2,0.48,5.9,9.41,J17WL,649.73,A,2024-11-19
1997-02-11,0.0,36.4,46.9,57.4,38.1,0.41,8.19,8.09,J17WL,649.59,A,2024-11-19
1997-02-12,0.51,38.3,45.6,52.8,44.0,0.09,4.65,7.01,J17WL,650.02,A,2024-11-19
1997-02-13,0.6,37.8,44.9,52.0,43.5,0.03,1.88,2.09,J17WL,650.81,A,2024-11-19
1997-02-14,0.02,39.2,43.2,47.2,38.6,0.65,2.89,3.8,J17WL,651.33,A,2024-11-19
1997-02-15,0.0,32.7,41.7,50.7,37.2,0.17,4.55,4.41,J17WL,651.65,A,2024-11-19
1997-02-16,0.0,32.9,46.6,60.4,37.0,0.32,10.08,19.13,J17WL,651.81,A,2024-11-19
1997-02-17,0.0,34.6,50.6,66.6,38.5,0.3,14.4,19.49,J17WL,651.78,A,2024-11-19
1997-02-18,0.0,36.7,52.9,69.2,44.1,0.34,16.16,17.72,J17WL,651.75,A,2024-11-19
1997-02-19,0.07,50.1,61.9,73.6,56.2,0.11,14.38,12.79,J17WL,651.68,A,2024-11-19
1997-02-20,0.69,62.8,67.3,71.8,64.6,0.09,5.43,3.85,J17WL,652.3,A,2024-11-19
1997-02-21,0.07,48.5,61.9,75.3,51.5,0.93,19.42,13.75,J17WL,652.9,A,2024-11-19
1997-02-22,0.0,42.3,56.1,69.8,42.8,1.33,12.51,19.36,J17WL,652.69,A,2024-11-19
1997-02-23,0.0,45.1,53.0,60.9,31.0,3.4,13.64,12.72,J17WL,653.12,A,2024-11-19
1997-02-24,0.13,47.0,53.1,59.3,41.4,0.55,9.9,6.97,J17WL,653.21,A,2024-11-19
1997-02-25,0.3,45.2,47.8,50.4,46.4,0.1,1.42,1.59,J17WL,653.57,A,2024-11-19
1997-02-26,0.17,45.2,46.8,48.4,46.0,0.13,0.93,1.47,J17WL,653.97,A,2024-11-19
1997-02-27,0.0,42.5,53.5,64.6,42.8,0.24,12.29,15.41,J17WL,654.26,A,2024-11-19
1997-02-28,0.0,42.7,51.8,60.8,44.3,0.34,8.66,16.36,J17WL,654.49,A,2024-11-19
1997-03-01,0.0,51.6,62.0,72.4,60.8,0.09,7.99,9.61,J17WL,654.56,A,2024-11-19
1997-03-02,0.47,51.8,67.4,82.9,59.3,0.5,22.05,16.8,J17WL,654.57,A,2024-11-19
1997-03-03,0.0,39.2,52.3,65.3,42.0,0.56,12.31,18.65,J17WL,654.84,A,2024-11-19
1997-03-04,0.0,40.2,59.0,77.8,46.6,0.2,22.15,21.95,J17WL,655.01,A,2024-11-19
1997-03-05,0.02,59.1,67.0,74.8,64.8,0.28,6.92,5.1,J17WL,655.12,A,2024-11-19
1997-03-06,0.0,42.5,56.1,69.8,42.0,0.85,14.81,7.74,J17WL,655.12,A,2024-11-19
1997-03-07,0.01,43.2,54.3,65.4,31.3,3.59,16.51,21.2,J17WL,655.14,A,2024-11-19
1997-03-08,0.04,55.7,61.6,67.5,57.4,0.87,6.31,5.09,J17WL,655.29,A,2024-11-19
1997-03-09,0.05,63.6,66.0,68.5,63.9,0.37,3.15,2.81,J17WL,655.41,A,2024-11-19
1997-03-10,0.0,64.8,71.8,78.7,63.6,0.81,13.82,12.59,J17WL,655.23,A,2024-11-19
1997-03-11,0.26,61.1,68.3,75.4,59.5,0.81,12.31,17.78,J17WL,654.96,A,2024-11-19
1997-03-12,0.67,60.4,62.4,64.4,61.1,0.15,1.25,1.45,J17WL,655.55,A,2024-11-19
1997-03-13,0.0,55.7,64.9,74.1,59.7,0.01,11.57,12.27,J17WL,656.44,A,2024-11-19
1997-03-14,0.0,55.4,69.1,82.7,58.8,0.24,21.75,22.54,J17WL,656.74,A,2024-11-19
1997-03-15,0.0,45.8,54.5,63.1,36.2,2.47,8.72,8.73,J17WL,657.16,A,2024-11-19
1997-03-16,0.18,46.1,50.0,54.0,41.4,0.91,5.61,5.66,J17WL,657.48,A,2024-11-19
1997-03-17,0.19,50.4,54.9,59.5,53.3,0.02,2.02,1.38,J17WL,657.93,A,2024-11-19
1997-03-18,0.03,59.6,65.6,71.6,63.2,0.07,7.02,3.42,J17WL,657.9,A,2024-11-19
1997-03-19,0.0,53.5,64.3,75.2,57.6,0.25,10.42,10.78,J17WL,657.81,A,2024-11-19
1997-03-20,0.0,42.6,55.0,67.4,43.0,0.71,12.71,23.54,J17WL,657.91,A,2024-11-19
1997-03-21,0.0,43.9,63.0,82.1,44.5,1.06,29.54,24.27,J17WL,657.87,A,2024-11-19
1997-03-22,0.0,49.7,67.5,85.2,48.5,1.57,30.8,24.2,J17WL,657.55,A,2024-11-19
1997-03-23,0.0,52.3,68.4,84.4,52.7,1.05,27.57,22.47,J17WL,657.41,A,2024-11-19
1997-03-24,0.0,54.0,67.7,81.4,56.0,0.83,22.95,23.77,J17WL,657.01,A,2024-11-19
1997-03-25,0.14,63.1,72.7,82.2,62.7,1.29,17.92,18.89,J17WL,657.0,A,2024-11-19
1997-03-26,0.18,50.8,60.0,69.2,51.6,1.07,5.84,6.01,J17WL,656.97,A,2024-11-19
1997-03-27,0.0,50.7,61.2,71.8,45.4,4.2,15.98,22.26,J17WL,656.75,A,2024-11-19
1997-03-28,0.0,59.6,63.3,67.0,59.4,0.51,6.46,6.58,J17WL,656.99,A,2024-11-19
1997-03-29,0.0,58.3,73.1,87.9,58.5,0.54,29.69,21.63,J17WL,656.31,A,2024-11-19
1997-03-30,0.05,59.3,70.8,82.3,64.6,0.42,16.45,14.87,J17WL,656.12,A,2024-11-19
1997-03-31,0.07,51.4,57.8,64.2,44.7,2.73,10.46,13.82,J17WL,656.49,A,2024-11-21
1997-04-01,0.47,54.9,59.1,63.3,51.4,0.39,8.46,7.51,J17WL,656.87,A,2024-11-19
1997-04-02,0.86,55.4,59.5,63.6,59.5,0.02,1.3,1.88,J17WL,657.52,A,2024-11-19
1997-04-03,0.8,62.4,65.8,69.3,63.7,0.06,2.53,4.85,J17WL,659.2,A,2024-11-19
1997-04-04,0.74,63.8,66.9,70.1,65.7,0.07,2.95,2.78,J17WL,660.29,A,2024-11-19
1997-04-05,0.7,50.0,65.4,80.8,60.3,0.23,10.84,11.3,J17WL,661.31,A,2024-11-19
1997-04-06,0.0,49.6,62.4,75.2,46.4,0.68,20.65,26.12,J17WL,662.14,A,2024-11-19
1997-04-07,0.0,51.0,63.8,76.5,45.9,1.36,19.96,26.2,J17WL,661.85,A,2024-11-19
1997-04-08,0.0,54.3,64.2,74.1,52.9,1.49,14.73,24.06,J17WL,662.36,A,2024-11-19
1997-04-09,0.0,57.7,63.0,68.2,61.0,0.18,4.27,3.86,J17WL,662.8,A,2024-11-19
1997-04-10,0.03,56.0,62.9,69.9,56.0,0.7,8.52,9.37,J17WL,662.89,A,2024-11-19
1997-04-11,0.16,61.5,66.6,71.8,64.0,0.59,5.61,5.15,J17WL,663.25,A,2024-11-19
1997-04-12,0.0,42.2,60.5,78.8,49.0,0.84,12.0,17.45,J17WL,663.44,A,2024-11-19
1997-04-13,0.0,40.6,50.0,59.4,32.2,2.61,10.84,23.5,J17WL,663.36,A,2024-11-19
1997-04-14,0.0,41.2,50.2,59.1,33.0,2.56,11.25,20.91,J17WL,663.19,A,2024-11-21
1997-04-15,0.0,43.5,55.7,67.9,39.6,0.81,15.18,25.63,J17WL,663.0,A,2024-10-14
1997-04-16,0.0,45.7,58.7,71.7,46.9,0.67,16.07,24.71,J17WL,662.6,A,2024-10-14
1997-04-17,0.0,52.0,63.5,75.1,52.4,1.19,14.99,23.25,J17WL,662.4,A,2024-10-14
1997-04-18,0.0,53.7,63.8,73.9,51.6,1.4,15.8,21.33,J17WL,662.2,A,2024-11-19
1997-04-19,0.02,57.6,62.0,66.4,54.9,1.16,8.28,10.15,J17WL,662.8,A,2024-11-19
1997-04-20,0.0,55.5,67.3,79.0,58.6,0.43,18.1,15.48,J17WL,662.75,A,2024-11-19
1997-04-21,0.0,58.1,71.7,85.3,63.1,0.7,21.02,25.12,J17WL,661.93,A,2024-11-19
1997-04-22,0.0,64.9,77.8,90.7,65.3,0.23,30.32,23.33,J17WL,661.55,A,2024-11-19
1997-04-23,0.0,54.3,66.5,78.8,53.4,1.95,19.2,25.84,J17WL,661.06,A,2024-11-19
1997-04-24,0.0,56.0,68.1,80.2,49.9,2.25,24.46,23.98,J17WL,660.86,A,2024-11-19
1997-04-25,0.29,59.7,68.9,78.2,56.0,2.52,18.71,22.59,J17WL,661.31,A,2024-11-19
1997-04-26,0.99,53.6,66.6,79.5,59.1,0.05,11.18,9.06,J17WL,662.66,A,2024-11-19
1997-04-27,0.14,54.7,58.5,62.3,52.9,0.56,4.81,6.23,J17WL,663.43,A,2024-11-19
1997-04-28,0.0,48.6,53.4,58.1,48.5,1.05,5.2,7.35,J17WL,663.59,A,2024-11-19
1997-04-29,0.0,51.2,64.5,77.8,49.0,1.31,21.19,27.97,J17WL,663.27,A,2024-11-19
1997-04-30,0.0,55.9,72.2,88.5,60.2,0.6,29.42,28.0,J17WL,662.83,A,2024-11-19
1997-05-01,0.0,66.0,76.7,87.5,65.2,1.49,21.95,23.48,J17WL,662.58,A,2024-11-19
1997-05-02,0.0,66.2,74.5,82.8,66.3,1.63,16.51,18.35,J17WL,662.61,A,2024-11-19
1997-05-03,0.0,59.7,75.7,91.7,56.1,2.26,35.77,19.62,J17WL,662.04,A,2024-11-19
1997-05-04,0.0,52.7,66.3,79.9,45.3,2.59,24.73,27.82,J17WL,661.61,A,2024-11-19
1997-05-05,0.0,58.8,70.3,81.8,53.1,0.72,25.54,27.3,J17WL,661.2,A,2024-11-19
1997-05-06,0.0,62.5,73.2,84.0,61.1,1.23,23.38,24.13,J17WL,660.67,A,2024-11-19
1997-05-07,0.0,66.4,73.0,79.6,65.8,0.5,11.45,7.29,J17WL,660.8,A,2024-11-19
1997-05-08,0.0,67.7,73.7,79.8,65.9,1.3,12.05,10.88,J17WL,660.41,A,2024-11-19
1997-05-09,0.0,68.0,76.4,84.9,65.9,0.74,20.13,21.17,J17WL,660.87,A,2024-11-19
1997-05-10,0.42,59.8,63.9,68.0,57.1,0.74,6.53,5.84,J17WL,661.54,A,2024-11-19
1997-05-11,0.0,53.7,65.5,77.4,49.2,1.79,21.5,23.5,J17WL,662.01,A,2024-11-19
1997-05-12,0.0,56.8,68.0,79.2,58.5,0.43,17.88,25.73,J17WL,661.96,A,2024-11-19
1997-05-13,0.24,55.6,67.4,79.2,59.8,0.58,16.4,14.86,J17WL,662.12,A,2024-11-19
1997-05-14,0.0,62.7,71.6,80.5,61.2,0.84,17.43,26.14,J17WL,661.87,A,2024-11-19
1997-05-15,0.0,69.0,78.0,86.9,68.0,1.56,21.3,22.64,J17WL,661.69,A,2024-11-19
1997-05-16,1.37,64.8,76.1,87.3,65.5,0.71,22.74,17.66,J17WL,662.4,A,2024-11-19
1997-05-17,0.0,60.6,70.3,79.9,64.4,0.34,13.37,20.64,J17WL,663.1,A,2024-11-19
1997-05-18,0.0,64.5,73.5,82.5,66.5,0.75,16.8,23.45,J17WL,663.09,A,2024-11-19
1997-05-19,0.0,69.9,77.4,84.8,68.5,1.04,18.35,19.16,J17WL,662.59,A,2024-11-19
1997-05-20,0.69,65.1,75.6,86.2,68.6,0.19,17.52,17.77,J17WL,662.59,A,2024-11-19
1997-05-21,0.0,65.3,72.4,79.5,64.7,1.21,12.8,19.31,J17WL,663.05,A,2024-11-19
1997-05-22,0.04,67.6,73.2,78.7,66.8,1.02,10.71,16.73,J17WL,663.21,A,2024-11-19
1997-05-23,0.67,67.4,73.0,78.6,68.1,0.18,8.75,10.91,J17WL,663.8,A,2024-11-19
1997-05-24,0.15,68.1,73.4,78.7,68.1,0.28,10.68,11.19,J17WL,664.57,A,2024-11-19
1997-05-25,0.05,69.4,77.1,84.8,69.4,0.7,16.49,20.38,J17WL,665.18,A,2024-11-19
1997-05-26,0.03,74.5,82.5,90.5,73.9,0.4,20.45,22.54,J17WL,665.27,A,2024-11-19
1997-05-27,0.0,74.6,82.7,90.9,75.4,0.23,18.31,17.76,J17WL,665.05,A,2024-11-19
1997-05-28,0.26,66.2,77.2,88.1,68.2,2.23,15.1,20.63,J17WL,665.14,A,2024-11-19
1997-05-29,0.0,66.0,75.7,85.4,65.0,1.78,20.15,25.72,J17WL,665.55,A,2024-11-19
1997-05-30,0.0,68.6,77.2,85.9,68.2,0.93,19.57,25.16,J17WL,665.6,A,2024-11-19
1997-05-31,0.0,72.4,79.8,87.2,69.8,1.52,19.41,22.48,J17WL,665.64,A,2024-11-19
1997-06-01,0.0,59.5,72.2,84.9,61.4,1.23,23.04,18.86,J17WL,665.51,A,2024-11-19
1997-06-02,0.0,63.4,74.2,84.9,60.2,2.12,23.23,28.01,J17WL,664.88,A,2024-11-19
1997-06-03,0.0,65.2,76.5,87.7,63.3,2.68,24.16,29.33,J17WL,664.04,A,2024-11-19
1997-06-04,0.0,69.4,78.9,88.3,66.4,2.7,23.08,28.06,J17WL,662.84,A,2024-11-19
1997-06-05,0.09,73.6,82.4,91.2,69.9,2.38,25.5,24.0,J17WL,662.11,A,2024-11-19
1997-06-06,0.0,72.7,80.0,87.4,70.3,1.98,18.06,24.2,J17WL,661.59,A,2024-11-19
1997-06-07,0.6,68.6,78.2,87.8,69.6,0.41,19.08,18.86,J17WL,662.05,A,2024-11-19
1997-06-08,0.04,69.0,75.7,82.5,69.7,0.37,13.04,17.95,J17WL,662.87,A,2024-11-19
1997-06-09,0.48,66.1,76.5,86.8,69.0,0.32,20.04,19.24,J17WL,663.07,A,2024-11-19
1997-06-10,0.0,67.9,77.4,86.9,69.9,0.96,19.23,25.16,J17WL,664.0,A,2024-11-19
1997-06-11,0.04,70.1,76.7,83.2,70.8,0.28,11.46,12.89,J17WL,664.77,A,2024-11-19
1997-06-12,0.0,71.5,80.1,88.7,71.7,0.49,18.89,25.16,J17WL,664.98,A,2024-11-19
1997-06-13,0.01,73.9,82.5,91.0,72.2,1.54,24.21,28.5,J17WL,665.02,A,2024-11-19
1997-06-14,0.0,75.6,82.4,89.1,74.7,2.06,16.67,19.97,J17WL,665.3,A,2024-11-19
1997-06-15,1.08,70.1,80.1,90.2,74.2,0.2,18.59,21.69,J17WL,666.0,A,2024-11-19
1997-06-16,0.0,71.5,79.7,88.0,73.0,1.43,17.85,22.67,J17WL,666.73,A,2024-11-19
1997-06-17,0.03,76.9,83.4,89.9,76.0,1.57,16.88,19.36,J17WL,666.87,A,2024-11-19
1997-06-18,0.0,72.4,82.6,92.8,72.2,0.9,29.2,22.42,J17WL,666.86,A,2024-11-19
1997-06-19,0.0,75.0,83.2,91.4,72.0,1.71,22.85,25.22,J17WL,666.59,A,2024-11-19
1997-06-20,0.0,75.3,83.7,92.0,73.8,0.9,23.08,24.63,J17WL,666.3,A,2024-11-19
1997-06-21,0.45,67.7,78.8,89.9,72.5,0.63,21.91,23.59,J17WL,667.72,A,2024-11-19
1997-06-22,3.55,66.2,69.7,73.2,67.9,0.12,3.52,5.53,J17WL,671.69,A,2024-11-19
1997-06-23,0.72,68.6,77.7,86.9,72.3,0.04,14.89,12.37,J17WL,673.72,A,2024-11-19
1997-06-24,0.05,71.8,78.8,85.7,72.5,0.27,14.61,21.52,J17WL,675.07,A,2024-11-19
1997-06-25,0.19,69.5,77.0,84.4,70.5,0.27,13.71,19.08,J17WL,675.81,A,2024-11-21
1997-06-26,0.27,71.7,79.3,87.0,71.7,0.35,16.85,26.21,J17WL,676.39,A,2024-11-19
1997-06-27,0.0,72.6,80.7,88.6,71.5,0.48,20.94,25.55,J17WL,676.93,A,2024-11-19
1997-06-28,0.0,73.4,81.0,88.6,71.6,1.22,20.55,24.45,J17WL,677.47,A,2024-11-19
1997-06-29,0.0,74.9,81.8,88.7,72.7,1.53,19.13,24.49,J17WL,677.76,A,2024-11-19
1997-06-30,0.0,74.9,82.7,90.4,72.6,1.56,22.33,22.25,J17WL,677.85,A,2024-11-19
1997-07-01,0.0,75.0,82.8,90.5,72.9,1.48,22.56,25.33,J17WL,677.72,A,2024-11-19
1997-07-02,0.0,75.1,82.8,90.5,72.5,1.57,22.73,26.76,J17WL,677.45,A,2024-11-19
1997-07-03,0.0,76.5,84.0,91.5,73.9,2.06,22.71,25.27,J17WL,677.23,A,2024-11-19
1997-07-04,0.0,74.7,83.6,92.5,72.3,1.33,27.29,27.71,J17WL,677.06,A,2024-11-19
1997-07-05,0.0,71.1,81.6,92.1,70.5,1.1,27.59,27.82,J17WL,676.96,A,2024-11-19
1997-07-06,0.0,72.4,82.5,92.5,66.9,2.74,31.84,28.76,J17WL,676.67,A,2024-11-19
1997-07-07,0.0,74.8,83.6,92.3,69.8,1.83,28.58,27.96,J17WL,676.16,A,2024-11-19
1997-07-08,0.0,72.9,82.8,92.7,71.4,0.93,28.81,27.01,J17WL,675.47,A,2024-11-19
1997-07-09,0.0,75.0,83.7,92.3,71.8,1.63,27.87,25.39,J17WL,675.05,A,2024-11-19
1997-07-10,0.0,77.0,84.8,92.6,72.5,1.86,26.39,25.51,J17WL,674.42,A,2024-11-19
1997-07-11,0.0,75.5,84.6,93.7,72.8,1.66,27.33,24.75,J17WL,673.91,A,2024-11-19
1997-07-12,0.0,76.4,85.3,94.2,71.9,2.51,30.54,26.69,J17WL,673.59,A,2024-11-19
1997-07-13,0.0,75.0,84.9,94.8,71.0,1.81,32.17,25.11,J17WL,673.08,A,2024-11-19
1997-07-14,0.0,74.7,84.3,93.8,71.2,1.53,30.45,26.75,J17WL,672.47,A,2024-11-19
1997-07-15,0.0,74.8,85.0,95.3,70.2,0.96,33.4,27.45,J17WL,671.87,A,2024-11-19
1997-07-16,0.0,76.5,86.2,96.0,69.0,3.58,35.95,26.8,J17WL,671.2,A,2024-11-21
1997-07-17,0.0,74.7,84.7,94.6,68.2,5.86,33.43,27.56,J17WL,670.31,A,2024-11-19
1997-07-18,0.0,75.2,85.5,95.7,67.7,2.38,36.09,28.07,J17WL,670.21,A,2024-11-19
1997-07-19,0.0,75.0,85.0,95.1,70.8,0.61,33.52,27.64,J17WL,669.94,A,2024-11-19
1997-07-20,0.0,75.3,85.2,95.1,72.3,0.58,31.6,25.15,J17WL,669.55,A,2024-11-19
1997-07-21,0.06,76.1,85.7,95.3,73.7,1.36,30.67,22.46,J17WL,669.55,A,2024-11-19
1997-07-22,0.04,75.7,84.8,93.8,73.8,1.61,27.46,20.55,J17WL,670.06,A,2024-11-19
1997-07-23,0.0,76.4,86.5,96.5,71.7,3.19,35.3,25.6,J17WL,670.11,A,2024-11-19
1997-07-24,0.0,75.8,86.5,97.2,69.1,2.94,39.85,27.56,J17WL,669.55,A,2024-11-19
1997-07-25,0.0,74.9,85.7,96.5,68.7,2.96,37.38,26.88,J17WL,668.9,A,2024-11-19
1997-07-26,0.0,74.7,85.2,95.7,69.5,2.45,34.88,26.85,J17WL,668.65,A,2024-11-19
1997-07-27,0.0,75.7,86.1,96.6,71.5,1.12,34.95,25.86,J17WL,668.1,A,2024-10-14
1997-07-28,0.0,75.3,86.2,97.1,70.9,1.95,36.53,25.35,J17WL,667.8,A,2024-10-14
1997-07-29,0.0,76.3,86.9,97.5,69.6,1.99,38.64,26.43,J17WL,667.18,A,2024-11-19
1997-07-30,0.0,76.7,87.3,98.0,69.6,3.45,39.51,26.19,J17WL,667.32,A,2024-11-19
1997-07-31,0.0,75.2,86.9,98.5,71.1,2.15,39.47,25.65,J17WL,667.47,A,2024-11-19
1997-08-01,0.0,74.8,83.1,91.4,72.5,1.75,24.7,20.91,J17WL,667.56,A,2024-11-19
1997-08-02,0.0,76.5,85.2,93.9,72.5,2.82,28.91,23.16,J17WL,667.01,A,2024-11-19
1997-08-03,0.0,76.8,86.5,96.3,71.6,2.15,35.68,24.2,J17WL,666.86,A,2024-11-19
1997-08-04,0.0,74.8,85.2,95.7,70.6,1.18,36.13,24.23,J17WL,666.15,A,2024-11-21
1997-08-05,0.0,75.3,86.1,96.8,68.6,1.95,40.94,25.06,J17WL,666.2,A,2024-10-14
1997-08-06,0.0,75.6,86.7,97.8,67.9,4.58,41.79,25.69,J17WL,665.7,A,2024-10-14
1997-08-07,0.0,75.1,86.7,98.3,68.7,2.09,41.66,26.41,J17WL,665.4,A,2024-10-14
1997-08-08,0.71,70.3,83.0,95.7,70.7,0.54,35.09,20.42,J17WL,666.4,A,2024-10-14
1997-08-09,0.08,69.7,76.5,83.3,71.0,0.42,11.87,9.07,J17WL,667.4,A,2024-10-14
1997-08-10,0.0,74.6,86.1,97.6,72.1,1.44,39.89,22.14,J17WL,667.5,A,2024-10-14
1997-08-11,0.0,77.7,86.9,96.1,71.3,3.62,35.65,24.34,J17WL,665.87,A,2024-11-19
1997-08-12,0.0,76.7,86.7,96.8,71.7,3.11,36.92,22.88,J17WL,665.18,A,2024-11-19
1997-08-13,0.0,76.3,86.5,96.7,70.4,2.29,36.94,24.45,J17WL,665.08,A,2024-11-19
1997-08-14,0.0,74.8,85.4,96.0,69.8,2.39,36.51,24.44,J17WL,664.54,A,2024-11-19
1997-08-15,0.0,75.1,86.0,96.8,69.4,2.4,38.81,25.77,J17WL,664.02,A,2024-11-19
1997-08-16,0.0,77.1,87.3,97.5,71.1,4.8,37.81,25.45,J17WL,663.64,A,2024-11-21
1997-08-17,0.0,79.1,89.0,98.9,72.7,4.88,39.26,24.68,J17WL,663.1,A,2024-10-14
1997-08-18,0.0,77.9,89.4,100.9,70.0,3.79,47.52,25.4,J17WL,662.8,A,2024-10-14
1997-08-19,0.0,75.1,86.9,98.6,70.9,2.0,41.07,23.96,J17WL,661.25,A,2024-11-21
1997-08-20,0.0,75.8,86.8,97.8,69.9,2.56,41.09,23.14,J17WL,661.15,A,2024-11-19
1997-08-21,0.0,75.8,87.5,99.3,69.0,2.81,43.2,25.21,J17WL,660.61,A,2024-11-19
1997-08-22,0.0,76.3,88.0,99.8,67.8,4.21,44.91,25.89,J17WL,660.41,A,2024-11-19
1997-08-23,0.0,78.3,88.5,98.8,67.9,4.95,43.98,22.79,J17WL,660.53,A,2024-11-19
1997-08-24,0.14,74.0,83.8,93.6,71.0,2.47,28.86,19.7,J17WL,661.5,A,2024-11-19
1997-08-25,0.0,69.6,81.6,93.6,65.5,2.1,35.65,22.52,J17WL,661.26,A,2024-11-19
1997-08-26,0.0,70.2,81.2,92.1,63.6,3.14,33.87,23.77,J17WL,661.19,A,2024-11-19
1997-08-27,0.0,69.2,81.0,92.7,63.5,2.47,34.89,24.76,J17WL,660.86,A,2024-11-19
1997-08-28,0.0,70.2,82.6,94.9,66.8,1.6,37.55,25.25,J17WL,660.55,A,2024-11-19
1997-08-29,0.0,75.5,85.8,96.1,69.7,1.59,37.18,23.3,J17WL,660.42,A,2024-11-19
1997-08-30,0.0,74.4,85.5,96.6,68.1,2.38,40.1,22.36,J17WL,660.2,A,2024-11-19
1997-08-31,0.0,74.5,85.1,95.6,67.3,2.55,38.77,24.03,J17WL,659.86,A,2024-11-19
1997-09-01,0.0,73.8,84.5,95.3,67.1,2.44,37.05,24.08,J17WL,659.81,A,2024-11-19
1997-09-02,0.0,72.0,84.0,96.0,66.8,3.23,38.93,22.62,J17WL,659.2,A,2024-11-19
1997-09-03,0.0,73.0,85.0,97.1,65.9,4.2,40.74,23.25,J17WL,659.12,A,2024-11-19
1997-09-04,0.35,71.1,84.0,96.8,69.0,0.49,37.4,12.52,J17WL,660.75,A,2024-11-19
1997-09-05,0.08,72.2,82.0,91.9,71.5,1.87,25.97,18.55,J17WL,661.45,A,2024-11-19
1997-09-06,0.0,70.0,79.9,89.9,66.4,2.2,26.27,19.01,J17WL,661.97,A,2024-11-19
1997-09-07,0.0,70.4,81.6,92.7,63.4,3.43,35.73,22.68,J17WL,662.21,A,2024-11-19
1997-09-08,0.0,70.7,82.9,95.1,70.2,2.05,34.74,22.31,J17WL,661.7,A,2024-11-19
1997-09-09,0.0,74.9,85.4,96.0,70.1,2.41,36.17,22.49,J17WL,661.43,A,2024-11-19
1997-09-10,0.58,71.4,85.6,99.9,69.2,1.12,43.37,17.4,J17WL,662.06,A,2024-11-19
1997-09-11,0.0,72.7,82.8,93.0,63.8,3.03,32.76,22.88,J17WL,662.25,A,2024-11-19
1997-09-12,0.0,71.7,81.7,91.6,64.6,0.93,30.03,20.91,J17WL,662.39,A,2024-11-19
